frame.time,ip.src_host,ip.dst_host,arp.dst.proto_ipv4,arp.opcode,arp.hw.size,arp.src.proto_ipv4,icmp.checksum,icmp.seq_le,icmp.transmit_timestamp,icmp.unused,http.file_data,http.content_length,http.request.uri.query,http.request.method,http.referer,http.request.full_uri,http.request.version,http.response,http.tls_port,tcp.ack,tcp.ack_raw,tcp.checksum,tcp.connection.fin,tcp.connection.rst,tcp.connection.syn,tcp.connection.synack,tcp.dstport,tcp.flags,tcp.flags.ack,tcp.len,tcp.options,tcp.payload,tcp.seq,tcp.srcport,udp.port,udp.stream,udp.time_delta,dns.qry.name,dns.qry.name.len,dns.qry.qu,dns.qry.type,dns.retransmission,dns.retransmit_request,dns.retransmit_request_in,mqtt.conack.flags,mqtt.conflag.cleansess,mqtt.conflags,mqtt.hdrflags,mqtt.len,mqtt.msg_decoded_as,mqtt.msg,mqtt.msgtype,mqtt.proto_len,mqtt.protoname,mqtt.topic,mqtt.topic_len,mqtt.ver,mbtcp.len,mbtcp.trans_id,mbtcp.unit_id,Attack_label,Attack_type
0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5353.0,5353.0,4.0,7.880521000000001,_googlecast._tcp.local,22.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,MITM
 2021 23:09:27.242777000 ,192.168.0.170,192.168.0.128,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,150.0,3878826358.0,29545.0,0.0,0.0,0.0,0.0,80.0,16.0,1.0,0.0,0101080a4083febb4a052917,0,109.0,59076.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Uploading
 2021 17:08:57.900196000 ,0,0,192.168.0.128,2.0,6.0,192.168.0.170,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Port_Scanning
 2021 19:52:05.802751000 ,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,546437.0,2372171118.0,53243.0,0.0,0.0,0.0,0.0,60944.0,16.0,1.0,1440.0,0,37c7354f6830d08daba6d44c871116f6d046a546c7e09ddb61c020a9f4ac460ac5f7334518abb623ff2f7d57bb7e9255b03242cb391ca361dfd36d71298ef6079c57b22f8638834274b46f5287ae15065117f9e9c6bda22e9af43f0ea23e7fd011dc1757b2db592909314077e3971d987fe846320d4fcb9908638059d252f514cd4f6b57dbe9943c62782cfb2e0ab97b6f32f36bd15ebb80bb4d8690217f713db3cc137e788e0e16c812dfcc34dcc23cf7f461e0e7fde5b23dad10e826b89fed809ba43b64cb1101d97236329b2b44a4e8504785812b0113eba140816e69772773309c063c24b911e3a0baac7531c2e6e54a6f0c742cc6e0137f0fc75ae12e9c41bdfa5929827c76952897ff1acdc4b757b39d01393a4637973e1fee9002ebc18abc50aaebafb8488afb259567539e0dbb7e82bc2ad813a5d6f4fe489fc02e122ced0def80d26d8177b41d3f7f541473edf8c0e6bfc7ee6264fef1c0ff692db9be246ce6338e8a6131514821509fbed3ec36dd2da28d7b8928ef3e9f71bcb882908890459302e74d0cc42a33d087537e0388ea3ca1e00a88076597cab6ffe2a54c64387e5ca0a94bb3c28265a8a5c1d3ea90c2bbde8c9e18fc3050113e216502ea8247d051b5eaf9962ff7182b67ef499f4300af63386571ad04e2a56c61f0073c69c3db37c224a8af815a4ce90da99d8264cfe736743d60bc367ef621d88244b2d8117bc06d2f871eee00cc2ab960c1ae633b9e16f789144e9ea8dbfb970efe03443d24e86b260bd51e441e01678d15d54acb98a12fed8228345562431d6a02fdeeb51697ff15c404e7b2e9a89da4a1defc00a0cf6c6808f65733e54d3fda85496ba3101156b717e4b24d85839cf8a81e826cf2c6312a57f9cc5a6e0295a6c9acfdba4a6062c02406e828976ce893e999fa1d56eaf305221dcee16730cae7c45460f3bc48f42cf733774f23b4af81bcdf24f6f9a759276adba0dbd545d6767443d8ef6eeb2219fc789621b6f69a8456687865ea8c63fd2c828cb8c13001ec946cc7c85e8fc5bff20aa492fd991743d25690de3e1ab035f441c825ed6a80f9ac233d1bb6e029a285f7dc31b12c75e83416a307c304e7e1f7094f09de6525238dbca2303e2ca023a0abae23c90314e4e1f5b643434e84ca122947d914b83eb3931d36287a58aabb3f20a66b68cbbb697adad3d31aecb0b992235665d0c875882192a33e1228e24f448f34a6bd4092a874c9a7b3082ead4685c16675244c953b826bc733ab586aa79284d8f6580ce70a668a97953fe2aeaac7fa86095c9c6101a7d2b1562024500baf6ebeb9e10679392097ad46e34378e72aa70d847c05526e543e1a3bf5e28cc7d763991536374cafb0524ef34605645e752a9ff48a645569c37c676a963519bf3305542059906a11095eb4ad701fd67ecf0624b781fe138a2ada40b2771c9d52ba441961f1d4c2dce7a2f61347833e21ecadaea4e600462fc4bf87554a997e4ed241caf1556ec2d3a61855b3bb75aa82b0c2ffad6a06d1a0e1c09bf65859c77a0eb0b77d4b3fe9da4029cb6f7050e08a8b062b2a36f5a85832a3ac9c5fdb7ef1194783d9709bee04275e94bd30e115a6c564d217d66c3572f928a6453e3fbb587e4bba821ceec9cc667787391bc1155a83ac1242e6144d7037c3636dd83256cb46191902f98911f6b792023918897832cedac1f7f095219c09cec9c38bc6d1f3f7776621bd4f69c67ece8eea6e1bd9666064ef1c77c558e432b7cd69678cb162b9360d92e9d93ace997fdabe102a9dd81bdd8e2a89bc7347aadd8e8efdc1744a5841f3789e9cf60be15b311f3925419d5e69c35ece893665e9b56f1c9e2a3eac6de8bda71477126d7c50e80b7641674b2555273b1aca2b21cb28879cfef006279bf090e06b11d43a2f45194f5c964b0bc1b086af1b54eff221e0fa3f154eff7bbb9f203361ac996d588e4f41e882d951982d2010a3fd86bbc211b057fdcbf408a22da89b66320daee049ed2e31e197d5e4f8764f7db6c315f2,146384220.0,5900.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,Normal
 2021 18:36:05.384898000 ,192.168.0.170,192.168.0.128,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0.0,0.0,1.0,2717704024.0,12385.0,0.0,0.0,0.0,0.0,80.0,16.0,1.0,0.0,0101080a9a7a52ab9e07e562,0,1.0,59848.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,XSS
 2021 19:06:20.786905000 ,192.168.0.170,192.168.0.128,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,1879.0,1105255535.0,20685.0,1.0,0.0,0.0,0.0,80.0,17.0,1.0,0.0,0101080ae7d446c57b493944,0,87.0,57018.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Password
 2021 23:23:00.242286000 ,77.52.180.52,192.168.0.128,0,0.0,0.0,0,32413.0,23346.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,DDoS_ICMP
 2021 19:16:52.505128000 ,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37433870.0,1176285777.0,57132.0,0.0,0.0,0.0,0.0,5900.0,16.0,1.0,0.0,0,0,146674.0,60944.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,Normal
 2021 17:14:54.232239000 ,192.168.0.170,192.168.0.128,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1478724188.0,1478724188.0,46154.0,0.0,0.0,1.0,0.0,80.0,2.0,0.0,0.0,0.0,0.0,0.0,5667.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Port_Scanning
 2021 23:12:03.242586000 ,192.168.0.128,192.168.0.170,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,108.0,350233077.0,36715.0,0.0,0.0,0.0,0.0,32994.0,16.0,1.0,0.0,0101080a4a078a8940865fc1,0,1.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Uploading
 2021 21:03:38.672928000 ,192.168.0.170,192.168.0.128,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2296129.0,2694351386.0,47242.0,0.0,0.0,0.0,0.0,60210.0,16.0,1.0,0.0,0101080a3e029d562b988c52,0,1.0,4321.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Backdoor
 2021 19:35:59.909241000 ,192.168.0.128,192.168.0.170,0,0.0,0.0,0,0.0,0.0,0.0,0.0,"<!DOCTYPE HTML PUBLIC ""-//IETF//DTD HTML 2.0//EN"">\n<html><head>\n<title>404 Not Found</title>\n</head><body>\n<h1>Not Found</h1>\n<p>The requested URL was not found on this server.</p>\n<hr>\n<address>Apache/2.4.38 (Raspbian) Server at 192.168.0.128 Port 80</address>\n</body></html>\n",277.0,0,0,0,0,0,1.0,0.0,18142.0,3465068184.0,25197.0,0.0,0.0,0.0,0.0,49980.0,24.0,1.0,495.0,0101080a4941bf443fc09320,485454502f312e3120343034204e6f7420466f756e640d0a446174653a204d6f6e2c2030362044656320323032312031383a33353a353920474d540d0a5365727665723a204170616368652f322e342e33382028526173706269616e290d0a436f6e74656e742d4c656e6774683a203237370d0a4b6565702d416c6976653a2074696d656f75743d352c206d61783d34350d0a436f6e6e656374696f6e3a204b6565702d416c6976650d0a436f6e74656e742d547970653a20746578742f68746d6c3b20636861727365743d69736f2d383835392d310d0a0d0a3c21444f43545950452048544d4c205055424c494320222d2f2f494554462f2f4454442048544d4c20322e302f2f454e223e0a3c68746d6c3e3c686561643e0a3c7469746c653e343034204e6f7420466f756e643c2f7469746c653e0a3c2f686561643e3c626f64793e0a3c68313e4e6f7420466f756e643c2f68313e0a3c703e546865207265717565737465642055524c20776173206e6f7420666f756e64206f6e2074686973207365727665722e3c2f703e0a3c68723e0a3c616464726573733e4170616368652f322e342e33382028526173706269616e2920536572766572206174203139322e3136382e302e31323820506f72742038303c2f616464726573733e0a3c2f626f64793e3c2f68746d6c3e0a,27227.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Vulnerability_scanner
 2021 23:08:51.888006000 ,192.168.0.170,192.168.0.128,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,32817.0,0.0,0.0,1.0,0.0,80.0,2.0,0.0,0.0,020405b40402080a408374b50000000001030307,0,0.0,59006.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Uploading
 2021 19:07:05.014109000 ,192.168.0.128,133.221.2.249,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121.0,677562805.0,64098.0,0.0,1.0,0.0,0.0,30983.0,20.0,1.0,0.0,0.0,0,1.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,DDoS_TCP
5.160.101.158,192.168.0.128,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59075.0,0.0,1409522.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,DDoS_UDP
 2021 16:08:33.595710000 ,192.168.0.128,192.168.0.170,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1013594299.0,42177.0,0.0,0.0,0.0,0.0,4321.0,24.0,1.0,464.0,0101080ade3309f10672b528,795229d7c9b7cafe21796deacaa9294232b41b99795229d67952286f795229d7470cbb193a699b1b4d1891002bc40f2d50fa3ea39a0262c4ea5cbe61ae0092f5fc5dcab9b23487168d769beed29ff68cb3c263048f428add2aa54bf6cd35d66e9bb641d5fe0e048e5c512714191f6d81240d5cb3cd9e9f6b07025c94068278aaddd4d51d68875d73bf0d55259e6355b28bdaec43ebb2efa76060c8c0d10db210da4bd35681d42aab4fca648f74f1ddf97eda770a118b528437867c42323b0b7e7dd1be4ee455bb74feab8ddaa72a8536a558ce155ca64853158e6653d47a80fcc818adfc55c88f0038ded5ee60aa64bb48d515ffc579c8b51358deba88d99151b02f848595b7731a88ca8357d34518d1f934ecee45b006ae41bfa7260bdedc43796f7644e804abd1cbb9faf5cc33533e077de4e33bf10098b9fc2ee847b100d2a36dc88999ad132cdbb4f5a05abfaa8c228b223e83957bb28840aa989b3d2f38c3dde3bc8cd4ce4a815a1618a82253feddb87991620e8c655b5961930aa1f9ef8b9610daf8829643b5271db90655eb50c9315214a7ac5076ee6eace14ac6ce8112d278071d00113c1459356b98f6772d5b25a50f4ab0f96359412fc93c7fa38aec91070b225cfb12d68d328e476f16be,88241.0,35306.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Ransomware
 2021 18:38:07.326946000 ,192.168.0.128,192.168.0.170,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1453306566.0,40613.0,0.0,0.0,0.0,0.0,4321.0,24.0,1.0,616.0,0101080a2b13518f3d7d5f66,bcadb55099f9103e35548b99755583418a98b3fb8b4d937caa2a5d22cdb39af7d0587d50bb4c5f5efa2b23d507578c7bae6d2bf18f0a273958cc47bf98e051eb6ebadce5a6036f7cbc74b823da3aaa1e925092e66285fcff696f382e4c7dacb7bce89205f81386161a242189bc0abf7f8f3de9af654a6f5d6165d672eddf85a0b60f8f94c9a9f97ef72b98b6bd1ffb430da3422f7278d50a44470bfe57dfd0d48f1c11cb11cc7503b060d745445dc3132cace74551c043222eb1e3bab582730af8950f1d4a05055275dbe3c41abe5ef50b844ec1618fb943189c1c100e6924ba8fb36e8813e4f7f4ee30656ee1bf8a97df5505273e44cfbf6ad3f3097883a8db8c10e38f1504b17dfa11fd1d3dd0f520f123648ca6b142a83edc55c00c73ae2a6fb052f6817ba644dc456b8df34df13827d2bf77509a5b290dcbe57d11ba7c67054a313809108e029bfd8c4c8d778a920a51f4dadae5275a8dcb11ba4195e0b0381feab71b4e528ffb0cfc25ca7d96c462c8efa1d0506d8adce42eda9668e44edf526f67f70bab620f33f207f40adbf274123a93365505b95311ee8b1cc490f592acf63a249a53d60348f794067b3812fd7d8a0c9f5af2bef0439ee823e08e976de721d9237f289af9c7f36b3fa4bf0d5d7944d4c67e83d2a316b91ab3a074fce53930a87f043d8e8fef5911fff76a87c9c8ce4d050cedae36c0cb38e3bc4c02e05a44e006e778d64ccdf3f8b4916ff8f9e9781a56c5850f823bbc95d078644dd80718228b4a823d84bc1c1447b79c5efe7ad46cd51278b6a3dbba6842dfdb89e0ac7fdc5266302db6df1de4cc521dbfefb568caf4c4c011edce57bccc7ab1dc4f6dc59ed6d84834,2032921.0,56322.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Backdoor
 2021 19:12:02.740922000 ,192.168.0.101,192.168.0.128,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4052391852.0,17431.0,0.0,0.0,0.0,0.0,1883.0,24.0,1.0,41.0,0,3027001854656d70657261747572655f616e645f48756d696469747932332e37312037342e36370d0a,15.0,55969.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,48.0,39.0,0.0,32332e37312037342e36370d0a,3.0,0.0,0,Temperature_and_Humidity,24.0,0.0,0.0,0.0,0.0,0,Normal
228.124.247.227,192.168.0.128,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23550.0,0.0,1640954.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,DDoS_UDP
 2021 23:12:00.488361000 ,192.168.0.128,192.168.0.170,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,12015.0,0.0,0.0,1.0,0.0,3333.0,2.0,0.0,0.0,020405b40402080a4a077fc70000000001030307,0,0.0,51172.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Uploading
 2021 17:52:11.010716000 ,192.168.0.170,192.168.0.128,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,GET,0.0,http://192.168.0.128/DVWA/login.php,HTTP/1.0,0.0,0.0,1.0,3932012094.0,23877.0,0.0,0.0,0.0,0.0,80.0,24.0,1.0,86.0,0101080ae79061c87b0551dd,474554202f445657412f6c6f67696e2e70687020485454502f312e300d0a486f73743a203139322e3136382e302e3132380d0a557365722d4167656e743a204d6f7a696c6c612f352e3020284879647261290d0a0d0a,1.0,57794.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Password
 2021 23:07:17.712011000 ,192.168.0.170,192.168.0.128,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,256913.0,2398171305.0,163.0,0.0,0.0,0.0,0.0,47924.0,16.0,1.0,0.0,0101080a8e9a02b6c5bce7b5,0,1.0,4321.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Ransomware
